date_t,date_t1,real_negative,real_neutral,real_positive,generated_negative,generated_neutral,generated_positive,real_label,generated_label,sentiment_match,real_net_sentiment,generated_net_sentiment,kl_divergence
2023-05-09,2023-05-10,0.08317425101995468,0.05950746685266495,0.8573182821273804,0.013265806539150011,0.6900849604192955,0.2966492330415546,positive,neutral,False,0.7741440311074257,0.2833834265024046,0.9166878492876854
2023-05-10,2023-05-11,0.9168578106199754,0.06971140446078215,0.013430784919242414,0.34037838146936256,0.5637180931207112,0.09590352540992629,negative,neutral,False,-0.903427025700733,-0.24447485605943625,0.7363971231882114
2023-05-11,2023-05-12,0.014865390181111311,0.6986717217363264,0.28646288808256226,0.052882960370602326,0.6201234117945936,0.326993627834804,neutral,neutral,True,0.27159749790145093,0.2741106674642017,0.02655234932801275
2023-05-15,2023-05-16,0.026372342274207285,0.4056804904650307,0.567947167260762,0.9428030164651292,0.03927845471279272,0.0179185288220781,positive,negative,False,0.5415748249865547,-0.9248844876430511,2.8158325121548056
2023-05-16,2023-05-17,0.023985084623959617,0.7208234847606569,0.25519143061538346,0.03283445146213592,0.9461671061096688,0.02099844242819524,neutral,neutral,True,0.23120634599142384,-0.011836009033940682,0.4337429979379583
2023-05-17,2023-05-18,0.03226224969986637,0.9076225309360612,0.06011521936407248,0.03736550597553552,0.9379378555154188,0.024696638509045746,neutral,neutral,True,0.027852969664206105,-0.012668867466489774,0.018920491100728604
2023-05-18,2023-05-19,0.010297793779919366,0.8893468876628553,0.10035531855722533,0.017874187389449226,0.8696814723550176,0.11244434025553314,neutral,neutral,True,0.09005752477730597,0.09457015286608392,0.002793064432162827
2023-05-22,2023-05-23,0.01654415462262101,0.04691961236139961,0.9365362330159793,0.03163052687461831,0.9300140634550073,0.03835540967037444,positive,neutral,False,0.9199920783933583,0.006724882795756129,2.8416474202320803
2023-05-23,2023-05-24,0.05361711713228677,0.8452907364330354,0.10109214643467782,0.9507455834660172,0.014838217771461437,0.03441619876252133,neutral,negative,False,0.047475029302391045,-0.9163293847034959,3.3718240641442074
2023-05-24,2023-05-25,0.01476926325319041,0.03537250830956071,0.9498582284372489,0.012511999253988215,0.9143278019797073,0.07316019876630447,positive,neutral,False,0.9350889651840585,0.06064819951231626,2.3225239269405105
2023-05-25,2023-05-26,0.01812653873238212,0.20743713594261529,0.7744363253250026,0.9644850743986499,0.024825238338770973,0.010689687262579094,positive,negative,False,0.7563097865926205,-0.9537953871360708,3.6851427412837263
2023-05-26,2023-05-27,0.054230756160730816,0.910823273478172,0.0349459703610971,0.011200022080539074,0.8899358468828162,0.09886413103664472,neutral,neutral,True,-0.019284785799633712,0.08766410895610564,0.07032875540903533
2023-05-30,2023-05-31,0.1004305988486022,0.05079903377892027,0.8487703673724776,0.011663322942424855,0.8634103891418207,0.12492628791575447,positive,neutral,False,0.7483397685238754,0.11326296497332962,1.6986135870051189
2023-05-31,2023-06-01,0.013298467522418174,0.6234965225686869,0.36320500990889487,0.015382704024168864,0.9021143140789116,0.08250298189691956,neutral,neutral,True,0.34990654238647667,0.0671202778727507,0.3060635376701039
2023-06-01,2023-06-02,0.9274584417727353,0.047157147881202593,0.02538441034606214,0.05446295845977653,0.3637677702134676,0.5817692713267558,negative,positive,False,-0.9020740314266732,0.5273063128669793,2.4534312538619156
2023-06-05,2023-06-06,0.10477485039346589,0.7891782169411383,0.10604693266539576,0.016276910160194478,0.915822569067469,0.06790052077233655,neutral,neutral,True,0.0012720822719298752,0.051623610612142073,0.1249237009941424
2023-06-06,2023-06-07,0.01963370190981095,0.3691826866248339,0.6111836114653552,0.01191197409992706,0.8592434389450229,0.12884458695505002,positive,neutral,False,0.5915499095555442,0.11693261285512296,0.6494248528260659
2023-06-07,2023-06-08,0.13061041935368747,0.7926699401040385,0.0767196405422741,0.0342679403292897,0.938660521666083,0.027071538004627298,neutral,neutral,True,-0.05389077881141337,-0.007196402324662406,0.12067635705196922
